Symbol,7 Day Average Funding Rate (Annualized %),Current Funding Rate (Annualized %)
ICP/USDT:USDT,31.66114285714286,32.586571943879875
ANKR/USDT:USDT,10.856142857142856,8.708295665491143
STORJ/USDT:USDT,10.657999999999998,8.039398240388634
FLOW/USDT:USDT,21.77485714285714,34.34126900446975
GRT/USDT:USDT,29.945642857142857,31.64871059528238
IMX/USDT:USDT,49.28021428571428,52.246779520170186
GMX/USDT:USDT,10.631928571428572,10.724432680313944
TRB/USDT:USDT,53.85835714285714,51.93888883709899
ASTR/USDT:USDT,10.59542857142857,11.839804695044789
HIGH/USDT:USDT,11.361928571428571,10.568113463070123
KAVA/USDT:USDT,32.55278571428571,32.24214418390587
1INCH/USDT:USDT,15.230928571428572,7.78469695906204
COTI/USDT:USDT,32.829142857142855,32.59939499716184
FXS/USDT:USDT,32.7405,34.221638873328494
FET/USDT:USDT,32.0105,33.93450611206723
CELO/USDT:USDT,10.480714285714285,9.220952602355673
XLM/USDT:USDT,27.48971428571429,30.61870124819283
INJ/USDT:USDT,32.93342857142857,35.07533554534345
CFX/USDT:USDT,9.0885,11.078282805642253
BLUR/USDT:USDT,8.671357142857143,14.060427484591267
LINK/USDT:USDT,32.292071428571425,33.75404704725358
ADA/USDT:USDT,31.791499999999996,31.67180282734414
DOGE/USDT:USDT,31.755,32.772752525034264
ETC/USDT:USDT,32.88128571428572,34.15454824247634
LTC/USDT:USDT,30.180285714285716,34.78856620803931
BNB/USDT:USDT,22.525714285714287,34.10371309998841
AVAX/USDT:USDT,31.11885714285714,32.144843942508494
DOT/USDT:USDT,31.796714285714287,33.48932374972776
WLD/USDT:USDT,29.637999999999998,34.26421413092526
STX/USDT:USDT,10.293000000000001,11.469304228100462
COMP/USDT:USDT,32.62057142857143,33.06546202205869
ORDI/USDT:USDT,9.192785714285714,11.866755937070591
EDU/USDT:USDT,11.320214285714286,7.998738491863748
PEPE/USDT:USDT,32.06785714285715,33.71564047575501
ACH/USDT:USDT,54.91685714285715,54.55077211871207
OP/USDT:USDT,32.03135714285714,32.11554827047793
LDO/USDT:USDT,31.15535714285714,32.911213166730974
APE/USDT:USDT,29.47114285714286,33.054183743593555
SAND/USDT:USDT,29.053999999999995,25.356707121110862
ARB/USDT:USDT,31.963571428571424,32.359362919881455
MANA/USDT:USDT,9.15107142857143,11.92987593557885
SXP/USDT:USDT,10.100071428571429,11.322304369686806
NEAR/USDT:USDT,30.373214285714283,33.31534136943593
SNX/USDT:USDT,7.758857142857142,10.504806669734341
SUI/USDT:USDT,31.395214285714285,33.232753738279506
FIL/USDT:USDT,30.952,31.263268408340668
XRP/USDT:USDT,29.794428571428572,34.683137338161764
SSV/USDT:USDT,10.188714285714285,14.063888332736349
AXS/USDT:USDT,32.125214285714286,33.945927711298694
SOL/USDT:USDT,27.979857142857146,33.29991413350284
GMT/USDT:USDT,10.115714285714287,9.642811286963147
GALA/USDT:USDT,31.08235714285715,30.750204671598418
BCH/USDT:USDT,27.31764285714286,31.834665995410905
ZIL/USDT:USDT,10.230428571428572,11.50944350819363
UNI/USDT:USDT,31.869714285714284,35.118844523042654
TRX/USDT:USDT,8.196857142857143,4.9500895301474985
